,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt
7387,717624708,Attrited Customer,59,M,2,High School,Divorced,Less than $40K,Blue,51,6,5,3,1438.3,0,1438.3,0.7340000000000001,2589
7388,720015183,Existing Customer,60,M,1,Graduate,Married,$120K +,Blue,46,6,3,1,5130.0,2048,3082.0,0.7759999999999999,4601
7389,778236858,Existing Customer,54,F,2,Graduate,Married,Unknown,Blue,42,4,1,1,11794.0,1018,10776.0,0.898,5547
7390,789095958,Attrited Customer,50,M,1,Unknown,Single,$60K - $80K,Blue,38,4,3,3,7603.0,744,6859.0,0.711,2497
7391,713736333,Attrited Customer,41,F,3,Uneducated,Married,$40K - $60K,Blue,36,1,3,4,3606.0,0,3606.0,0.37,1829
7392,717836733,Existing Customer,49,F,1,Graduate,Married,Less than $40K,Blue,36,6,2,1,5153.0,1378,3775.0,0.7440000000000001,4274
7393,712619808,Existing Customer,47,F,3,College,Single,Less than $40K,Blue,36,3,2,1,2500.0,1169,1331.0,0.638,4265
7394,712221408,Existing Customer,42,M,4,Graduate,Single,$40K - $60K,Blue,33,5,3,2,2654.0,1489,1165.0,0.6679999999999999,4767
7395,714213708,Attrited Customer,35,F,3,College,Single,Less than $40K,Blue,25,4,3,2,3611.0,2517,1094.0,0.537,2178
7396,720289533,Existing Customer,47,F,4,Unknown,Married,Unknown,Blue,42,5,2,3,1882.0,1143,739.0,0.638,4536
7397,709469658,Existing Customer,47,M,3,Unknown,Single,$80K - $120K,Blue,36,3,1,2,7421.0,0,7421.0,0.708,4353
7398,772323033,Existing Customer,44,F,4,Graduate,Single,Less than $40K,Blue,33,3,2,2,4606.0,1556,3050.0,0.6759999999999999,4363
7399,742572558,Existing Customer,32,F,0,High School,Divorced,Unknown,Blue,25,5,3,1,12268.0,1165,11103.0,0.8320000000000001,4905
7400,718848183,Existing Customer,50,M,2,Post-Graduate,Married,$80K - $120K,Blue,42,6,1,1,9873.0,1276,8597.0,0.7909999999999999,4613
7401,719034183,Existing Customer,46,F,3,Graduate,Single,Less than $40K,Blue,38,5,1,3,1555.0,1366,189.0,0.7040000000000001,5490
7402,720142308,Attrited Customer,52,F,2,Graduate,Married,Less than $40K,Blue,36,5,3,4,2160.0,0,2160.0,0.645,2360
7403,771872733,Existing Customer,38,M,0,Unknown,Married,$60K - $80K,Blue,26,5,2,1,3809.0,1521,2288.0,0.6920000000000001,4666
7404,718816158,Existing Customer,44,F,3,High School,Single,Less than $40K,Blue,33,3,3,3,5362.0,1984,3378.0,0.664,3851
7405,720003558,Existing Customer,43,F,1,Graduate,Unknown,Less than $40K,Blue,32,4,4,3,1834.0,1416,418.0,0.868,5653
7406,818993508,Existing Customer,52,F,3,Graduate,Married,Less than $40K,Blue,47,4,4,2,2577.0,879,1698.0,0.74,5021
7407,715672458,Existing Customer,47,M,5,Graduate,Single,$60K - $80K,Blue,36,6,3,2,2721.0,1264,1457.0,0.7959999999999999,4557
7408,789820308,Existing Customer,50,F,3,Graduate,Married,Less than $40K,Blue,40,3,2,2,2925.0,2065,860.0,0.6920000000000001,3913
7409,819688458,Attrited Customer,44,F,5,Graduate,Unknown,Less than $40K,Blue,39,6,3,2,1545.0,0,1545.0,0.7490000000000001,2646
7410,710785383,Attrited Customer,49,F,2,Graduate,Married,Less than $40K,Blue,39,3,3,1,2212.0,0,2212.0,0.9420000000000001,2394
7411,712837233,Existing Customer,46,M,2,High School,Single,$120K +,Blue,36,3,1,3,13001.0,1482,11519.0,0.552,3671
7412,713597658,Attrited Customer,36,F,3,Uneducated,Single,Less than $40K,Blue,22,3,3,1,2784.0,2378,406.0,0.525,2021
7413,713953383,Attrited Customer,50,M,1,Post-Graduate,Single,$60K - $80K,Blue,36,4,3,2,2317.0,0,2317.0,0.7340000000000001,2214
7414,716891583,Existing Customer,41,F,3,High School,Unknown,Less than $40K,Blue,36,5,2,0,1867.0,970,897.0,0.828,4537
7415,716510658,Attrited Customer,50,F,0,Doctorate,Single,Less than $40K,Blue,38,4,3,3,2595.0,2353,242.0,0.924,2526
7416,708125733,Existing Customer,46,F,2,College,Divorced,Less than $40K,Blue,36,4,3,1,1438.3,0,1438.3,0.9059999999999999,4311
7417,716484333,Existing Customer,46,F,2,Graduate,Married,Less than $40K,Blue,40,6,1,2,1696.0,1177,519.0,0.6859999999999999,4410
7418,708519108,Attrited Customer,46,F,1,Graduate,Married,Unknown,Blue,24,3,3,2,2694.0,1576,1118.0,0.494,2041
7419,719740008,Attrited Customer,51,F,4,High School,Married,Less than $40K,Blue,41,3,3,4,2791.0,940,1851.0,0.813,2584
7420,717087858,Existing Customer,51,F,1,Graduate,Single,$40K - $60K,Blue,36,3,3,1,2146.0,967,1179.0,0.569,4253
7421,711605208,Attrited Customer,61,M,0,Uneducated,Married,$80K - $120K,Blue,43,3,3,5,1438.3,0,1438.3,0.7,1958
7422,714882258,Existing Customer,38,F,2,College,Married,Unknown,Blue,36,6,1,2,1438.3,730,708.3,0.9209999999999999,4583
7423,792300858,Existing Customer,44,F,3,Graduate,Divorced,$40K - $60K,Blue,38,3,2,2,4269.0,1852,2417.0,0.682,4178
7424,766550808,Existing Customer,45,F,3,Graduate,Married,$40K - $60K,Blue,38,3,6,1,4195.0,2440,1755.0,0.889,4430
7425,718941183,Existing Customer,48,F,1,College,Married,Less than $40K,Blue,38,5,2,2,1832.0,748,1084.0,0.879,4376
7426,708516558,Existing Customer,37,F,2,High School,Married,Less than $40K,Blue,36,3,2,1,2588.0,1782,806.0,0.546,4159
7427,709350783,Existing Customer,63,F,0,Unknown,Single,Less than $40K,Blue,36,6,1,1,4847.0,1856,2991.0,0.61,4712
7428,771230508,Existing Customer,46,F,4,College,Married,$40K - $60K,Blue,33,4,1,1,2423.0,429,1994.0,0.625,4717
7429,710978058,Existing Customer,50,F,0,Uneducated,Single,$40K - $60K,Blue,41,6,2,3,7507.0,1697,5810.0,1.0979999999999999,4651
7430,713405133,Existing Customer,51,M,2,College,Married,$120K +,Blue,43,5,2,3,5232.0,1923,3309.0,0.629,4976
7431,710723958,Existing Customer,43,F,3,Uneducated,Single,Unknown,Blue,32,5,1,1,1438.3,491,947.3,0.494,5016
7432,823840458,Existing Customer,47,F,1,High School,Married,Unknown,Blue,43,4,2,2,1828.0,1517,311.0,0.6609999999999999,4542
7433,791754258,Existing Customer,49,F,5,Graduate,Married,Unknown,Blue,43,4,3,2,2557.0,2351,206.0,0.807,4342
7434,789472833,Existing Customer,42,F,2,College,Divorced,Less than $40K,Blue,33,3,3,1,2283.0,1690,593.0,0.8740000000000001,4377
7435,711099408,Existing Customer,35,F,4,High School,Single,Less than $40K,Blue,25,5,2,3,2684.0,1658,1026.0,0.669,4657
7436,745853283,Existing Customer,38,F,1,Graduate,Married,Unknown,Blue,31,3,1,3,7234.0,0,7234.0,0.899,5198
7437,717790233,Existing Customer,37,F,2,College,Single,$40K - $60K,Blue,26,3,2,3,1438.3,743,695.3,0.561,4730
7438,818791833,Existing Customer,42,F,3,Graduate,Married,Less than $40K,Blue,37,4,2,1,2730.0,1303,1427.0,1.308,4750
7439,714981483,Existing Customer,50,F,3,High School,Married,Unknown,Blue,38,4,2,1,2808.0,1720,1088.0,0.836,5137
7440,719373558,Existing Customer,42,F,3,Unknown,Single,Less than $40K,Blue,36,6,1,1,6275.0,0,6275.0,0.79,4308
7441,823609383,Existing Customer,43,F,4,College,Unknown,$40K - $60K,Blue,39,4,1,3,1438.3,0,1438.3,0.68,4528
7442,714408933,Attrited Customer,44,M,4,Graduate,Single,$80K - $120K,Blue,36,4,2,2,10834.0,0,10834.0,0.522,2249
7443,713661933,Existing Customer,44,F,1,College,Married,Less than $40K,Blue,33,5,1,3,1522.0,0,1522.0,0.7829999999999999,4835
7444,716218908,Existing Customer,48,F,4,Doctorate,Single,Unknown,Blue,39,6,1,1,2845.0,919,1926.0,0.652,2635
7445,818710233,Existing Customer,41,F,2,Graduate,Married,$40K - $60K,Blue,36,6,2,3,2329.0,1271,1058.0,0.7290000000000001,4382
7446,719463708,Existing Customer,47,F,1,Uneducated,Single,$40K - $60K,Blue,34,5,1,3,2099.0,1164,935.0,0.7170000000000001,4471
7447,817958733,Existing Customer,42,F,2,Uneducated,Married,Unknown,Blue,37,6,1,1,5099.0,958,4141.0,0.607,4025
7448,708397008,Existing Customer,54,F,4,Graduate,Married,Unknown,Blue,43,3,2,3,3805.0,821,2984.0,0.807,4326
7449,720547533,Existing Customer,47,F,2,High School,Married,Unknown,Blue,32,3,2,1,11438.0,0,11438.0,0.815,4346
7450,708780783,Existing Customer,43,F,3,Graduate,Single,$40K - $60K,Blue,33,4,3,3,2434.0,1169,1265.0,0.6890000000000001,4739
7451,758178558,Existing Customer,44,F,3,Graduate,Single,Unknown,Blue,37,3,2,1,4703.0,1555,3148.0,0.932,4127
7452,716237508,Existing Customer,44,F,5,High School,Married,Unknown,Blue,36,4,3,2,5254.0,2507,2747.0,0.7509999999999999,4501
7453,714735033,Existing Customer,45,F,5,Doctorate,Married,Less than $40K,Blue,34,4,2,2,1438.3,491,947.3,0.708,4376
7454,709726158,Existing Customer,40,F,4,Graduate,Single,Less than $40K,Blue,26,5,3,0,2206.0,1110,1096.0,0.746,5196
7455,770909433,Existing Customer,50,F,2,College,Married,$40K - $60K,Blue,37,6,2,1,3600.0,1904,1696.0,0.72,4946
7456,822121608,Existing Customer,46,M,2,High School,Unknown,$60K - $80K,Blue,42,3,3,2,7116.0,693,6423.0,0.759,4759
7457,717278808,Existing Customer,37,F,3,College,Married,Less than $40K,Blue,28,4,2,1,1788.0,0,1788.0,1.001,3511
7458,712640583,Existing Customer,60,F,0,Doctorate,Married,Unknown,Blue,51,4,1,3,7508.0,2148,5360.0,0.89,4950
7459,716099958,Attrited Customer,39,F,5,Unknown,Married,$40K - $60K,Blue,31,3,3,6,3333.0,1867,1466.0,0.9470000000000001,3348
7460,788772708,Existing Customer,50,F,2,Graduate,Married,Unknown,Blue,31,5,1,3,13745.0,0,13745.0,0.53,4432
7461,712795833,Attrited Customer,34,F,4,Graduate,Married,Less than $40K,Blue,36,2,2,4,5021.0,2517,2504.0,0.5870000000000001,2270
7462,718892283,Existing Customer,43,M,2,Graduate,Married,$40K - $60K,Blue,34,3,2,1,4396.0,0,4396.0,0.5920000000000001,4771
7463,720294258,Existing Customer,40,F,4,Graduate,Single,Less than $40K,Blue,30,4,2,2,2558.0,0,2558.0,0.728,4635
7464,721181883,Existing Customer,30,F,0,College,Single,Unknown,Blue,18,4,2,3,9641.0,0,9641.0,0.907,4710
7465,712098033,Existing Customer,38,F,1,Uneducated,Married,Unknown,Blue,36,3,3,1,12621.0,912,11709.0,0.64,4945
7466,712593933,Attrited Customer,40,M,3,Doctorate,Married,$40K - $60K,Blue,36,3,3,4,2313.0,0,2313.0,0.6729999999999999,2249
7467,711343233,Existing Customer,53,F,3,Uneducated,Married,Less than $40K,Blue,36,3,1,3,1438.3,1183,255.3,0.841,4551
7468,712394283,Existing Customer,44,F,4,Graduate,Divorced,Less than $40K,Blue,30,4,3,2,1791.0,1314,477.0,0.725,5109
7469,790021233,Existing Customer,52,F,3,Uneducated,Single,Less than $40K,Blue,44,3,3,2,2300.0,1598,702.0,0.813,4287
7470,711890808,Existing Customer,42,F,3,Graduate,Married,Less than $40K,Blue,36,4,2,2,2526.0,2048,478.0,0.716,4267
7471,714164808,Attrited Customer,42,F,4,Graduate,Married,$40K - $60K,Blue,33,4,3,2,2918.0,0,2918.0,0.5589999999999999,2056
7472,825850383,Existing Customer,53,F,2,Graduate,Single,Unknown,Blue,49,4,2,3,6074.0,0,6074.0,0.6970000000000001,4303
7473,789533133,Existing Customer,45,M,3,High School,Married,$60K - $80K,Blue,37,5,1,2,4995.0,1766,3229.0,0.76,4389
7474,779523258,Existing Customer,34,M,2,Graduate,Married,$40K - $60K,Blue,17,6,2,1,3323.0,1062,2261.0,0.7290000000000001,4610
7475,719617758,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,48,3,1,3,2464.0,1794,670.0,0.682,4610
7476,779858058,Existing Customer,34,F,2,Graduate,Unknown,Less than $40K,Blue,18,4,1,3,2730.0,0,2730.0,0.648,4530
7477,710423358,Existing Customer,35,F,1,College,Unknown,Unknown,Blue,29,4,3,3,1438.3,966,472.3,0.871,5249
7478,710500983,Attrited Customer,43,M,2,College,Single,$80K - $120K,Blue,34,2,4,3,4617.0,1035,3582.0,0.36,1779
7479,711851583,Existing Customer,50,M,2,Graduate,Married,$120K +,Blue,42,6,2,1,8220.0,1015,7205.0,1.063,4794
7480,779405133,Existing Customer,40,F,3,College,Single,Less than $40K,Blue,29,4,3,1,5716.0,623,5093.0,0.6729999999999999,4387
7481,719410083,Existing Customer,49,F,2,Unknown,Single,Less than $40K,Blue,36,4,3,0,1635.0,1220,415.0,0.565,4807
7482,796196733,Existing Customer,52,F,2,Unknown,Single,$40K - $60K,Blue,46,4,2,3,4259.0,0,4259.0,0.59,4389
7483,711904008,Attrited Customer,40,M,4,High School,Married,$60K - $80K,Blue,36,4,3,5,5869.0,0,5869.0,0.642,2203
7484,717666783,Attrited Customer,56,F,3,College,Single,Less than $40K,Blue,46,1,3,3,2272.0,1350,922.0,0.762,2354
7485,719911458,Existing Customer,49,F,5,High School,Married,Less than $40K,Blue,36,4,2,3,2598.0,1848,750.0,0.547,4396
7486,787506558,Existing Customer,50,M,3,Graduate,Single,$60K - $80K,Blue,38,4,1,1,10762.0,703,10059.0,0.5479999999999999,4509
7487,719046558,Existing Customer,39,M,2,Graduate,Married,$60K - $80K,Blue,36,6,3,3,1982.0,1751,231.0,0.843,4313
7488,708291633,Existing Customer,33,F,2,Doctorate,Unknown,Unknown,Blue,21,3,3,3,4651.0,2499,2152.0,0.7659999999999999,5097
7489,720731808,Attrited Customer,52,F,3,Graduate,Single,Less than $40K,Blue,38,2,3,4,2437.0,0,2437.0,0.912,3068
7490,745124658,Existing Customer,42,F,3,High School,Single,Less than $40K,Blue,35,5,2,1,2563.0,1579,984.0,0.924,4838
7491,789907533,Attrited Customer,49,M,3,Graduate,Married,$80K - $120K,Blue,40,4,2,3,4576.0,193,4383.0,0.85,3100
7492,716466483,Existing Customer,44,F,3,Uneducated,Single,$40K - $60K,Blue,34,3,3,3,2245.0,1342,903.0,0.687,4624
7493,715919283,Attrited Customer,39,F,4,College,Single,$40K - $60K,Blue,36,3,2,3,1776.0,0,1776.0,0.518,2201
7494,756736008,Existing Customer,45,F,2,Post-Graduate,Married,Less than $40K,Blue,38,3,2,3,2911.0,1471,1440.0,0.871,4450
7495,772857558,Existing Customer,47,M,4,Graduate,Married,$60K - $80K,Blue,30,4,2,3,2257.0,896,1361.0,0.68,4618
7496,709246683,Existing Customer,62,M,1,Unknown,Single,Unknown,Blue,36,5,1,1,18457.0,2248,16209.0,0.578,3603
7497,714559458,Attrited Customer,46,M,4,College,Married,$60K - $80K,Blue,36,4,2,1,1681.0,0,1681.0,0.46399999999999997,1953
7498,778405458,Existing Customer,52,F,2,High School,Single,Unknown,Blue,32,6,1,3,1461.0,0,1461.0,0.6759999999999999,4633
7499,772150983,Attrited Customer,48,F,3,High School,Unknown,Less than $40K,Blue,37,4,2,1,2363.0,978,1385.0,0.662,2635
7500,715128408,Existing Customer,49,F,2,Unknown,Married,Less than $40K,Blue,36,5,3,3,1438.3,863,575.3,0.605,4482
7501,717856983,Existing Customer,42,F,5,Uneducated,Married,Unknown,Blue,29,3,2,3,1840.0,1267,573.0,0.605,4515
7502,778231983,Existing Customer,49,F,4,Unknown,Single,$40K - $60K,Blue,39,6,2,3,7382.0,1326,6056.0,0.8059999999999999,4792
7503,823908858,Existing Customer,51,M,4,Unknown,Married,$80K - $120K,Blue,47,4,3,2,3861.0,622,3239.0,0.794,4816
7504,798011733,Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,47,4,1,2,1562.0,751,811.0,0.925,4574
7505,717945108,Existing Customer,49,F,3,Graduate,Unknown,$40K - $60K,Blue,36,6,1,2,3088.0,1477,1611.0,0.748,5095
7506,712560558,Existing Customer,55,F,3,College,Single,Less than $40K,Blue,42,5,2,1,1438.3,0,1438.3,0.612,4660
7507,711391308,Existing Customer,46,F,4,Uneducated,Married,$40K - $60K,Blue,34,6,3,3,2168.0,1704,464.0,0.725,4584
7508,717688233,Existing Customer,34,F,4,High School,Married,$40K - $60K,Blue,28,6,1,0,2432.0,851,1581.0,0.873,4760
7509,721093608,Existing Customer,44,M,2,High School,Single,$40K - $60K,Blue,31,5,1,1,2197.0,0,2197.0,0.9209999999999999,4548
7510,712669983,Existing Customer,39,M,3,Graduate,Single,$80K - $120K,Blue,30,5,3,3,10009.0,1604,8405.0,0.449,4347
7511,790017858,Existing Customer,47,F,3,Post-Graduate,Unknown,$40K - $60K,Blue,36,6,1,2,3979.0,1319,2660.0,0.85,4598
7512,712012758,Existing Customer,49,F,2,Uneducated,Married,Less than $40K,Blue,41,5,1,3,2189.0,1860,329.0,0.8340000000000001,4195
7513,720249183,Existing Customer,46,F,2,Graduate,Single,Unknown,Blue,31,5,2,3,8243.0,927,7316.0,0.568,4503
7514,821813058,Existing Customer,42,M,1,High School,Divorced,$80K - $120K,Blue,38,4,2,1,11946.0,1172,10774.0,0.614,4862
7515,778152108,Existing Customer,31,F,0,High School,Single,Less than $40K,Blue,23,4,2,3,2239.0,1256,983.0,0.605,4986
7516,720563958,Existing Customer,48,F,3,Post-Graduate,Married,Unknown,Blue,38,6,1,3,4025.0,0,4025.0,0.887,4445
7517,719633508,Existing Customer,52,F,1,Doctorate,Married,Less than $40K,Blue,39,3,1,1,1663.0,0,1663.0,0.7070000000000001,4875
7518,716689383,Existing Customer,39,F,2,Graduate,Married,$40K - $60K,Blue,26,4,1,1,3649.0,929,2720.0,0.633,3964
7519,711420258,Existing Customer,43,F,4,Unknown,Single,Less than $40K,Blue,36,5,3,2,1438.3,0,1438.3,0.705,4432
7520,713177808,Existing Customer,57,F,3,College,Single,Less than $40K,Blue,51,5,1,0,2894.0,0,2894.0,0.8859999999999999,5405
7521,708897408,Existing Customer,46,M,3,College,Single,$60K - $80K,Blue,36,4,2,3,1621.0,787,834.0,0.551,4719
7522,710855508,Existing Customer,45,F,3,Uneducated,Married,Less than $40K,Blue,33,4,3,1,2740.0,1786,954.0,0.597,4327
7523,710115108,Existing Customer,45,F,2,Graduate,Unknown,$40K - $60K,Blue,37,5,2,3,5562.0,1556,4006.0,0.7509999999999999,4568
7524,713920158,Attrited Customer,41,F,3,Uneducated,Unknown,Unknown,Blue,36,2,3,1,13733.0,0,13733.0,0.325,1591
7525,715303608,Existing Customer,46,F,4,High School,Married,Less than $40K,Blue,36,5,2,1,2374.0,1332,1042.0,0.6859999999999999,4253
7526,710897133,Existing Customer,51,F,3,Unknown,Unknown,Less than $40K,Blue,36,5,2,2,2267.0,1357,910.0,0.6970000000000001,4464
7527,772813458,Existing Customer,48,F,3,Graduate,Married,Unknown,Blue,39,3,1,2,6130.0,1741,4389.0,0.578,4264
7528,712998033,Attrited Customer,37,M,3,High School,Single,$120K +,Blue,36,3,2,2,7361.0,0,7361.0,0.59,2109
7529,712843983,Attrited Customer,41,F,2,College,Divorced,Less than $40K,Blue,36,3,3,4,1569.0,257,1312.0,0.408,2288
7530,717947508,Existing Customer,47,M,3,Uneducated,Divorced,$80K - $120K,Blue,34,5,1,3,1626.0,1013,613.0,0.826,5262
7531,719279208,Existing Customer,35,F,1,Unknown,Married,Less than $40K,Blue,36,3,1,2,2158.0,1299,859.0,0.733,4946
7532,711365133,Existing Customer,43,M,1,Unknown,Single,$60K - $80K,Blue,31,4,3,1,2283.0,1470,813.0,0.935,5100
7533,720328008,Existing Customer,57,F,1,High School,Unknown,$40K - $60K,Blue,42,3,1,1,2542.0,1884,658.0,0.715,4518
7534,718183833,Existing Customer,30,F,1,Graduate,Single,Less than $40K,Blue,18,4,2,1,1438.3,0,1438.3,0.6,4322
7535,717985158,Existing Customer,47,M,2,Graduate,Unknown,$40K - $60K,Blue,37,3,3,1,2335.0,1373,962.0,0.8759999999999999,4267
7536,771928608,Existing Customer,34,M,1,Uneducated,Single,$60K - $80K,Blue,23,6,1,1,2033.0,1832,201.0,0.938,4110
7537,713355708,Existing Customer,41,F,3,High School,Married,Unknown,Blue,31,4,6,3,4739.0,1878,2861.0,0.7190000000000001,5238
7538,816761433,Existing Customer,36,M,2,College,Single,$80K - $120K,Blue,31,5,2,3,5821.0,764,5057.0,0.688,5291
7539,714245358,Existing Customer,47,F,3,Graduate,Divorced,Less than $40K,Blue,36,3,3,2,2182.0,1566,616.0,0.574,3935
7540,716313858,Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,36,6,4,0,3319.0,913,2406.0,0.612,4560
7541,714868608,Existing Customer,52,F,4,Graduate,Married,Less than $40K,Blue,36,6,3,1,3021.0,1530,1491.0,0.731,4105
7542,717273333,Existing Customer,49,M,5,College,Married,$80K - $120K,Blue,37,3,2,2,29219.0,0,29219.0,0.77,4575
7543,711631158,Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,42,6,2,2,1438.3,869,569.3,0.821,4664
7544,714127383,Attrited Customer,48,F,3,Unknown,Unknown,Unknown,Blue,36,3,3,2,4431.0,2517,1914.0,0.499,2185
7545,790204983,Existing Customer,46,F,2,Graduate,Married,Unknown,Blue,40,4,5,3,3131.0,0,3131.0,0.8109999999999999,4507
7546,822051858,Existing Customer,26,F,0,Graduate,Single,Less than $40K,Blue,22,3,1,3,1486.0,0,1486.0,0.7340000000000001,4535
7547,715144383,Existing Customer,40,F,3,High School,Single,Unknown,Blue,36,3,3,2,6384.0,2034,4350.0,0.493,4413
7548,717971208,Existing Customer,39,F,5,Graduate,Single,Less than $40K,Blue,28,3,3,2,2077.0,0,2077.0,0.59,3647
7549,718829358,Existing Customer,40,F,3,Uneducated,Divorced,$40K - $60K,Blue,32,3,1,2,1956.0,958,998.0,0.789,4977
7550,779380908,Attrited Customer,51,M,1,Unknown,Married,$80K - $120K,Blue,39,4,3,4,24462.0,946,23516.0,0.475,1709
7551,714144258,Existing Customer,43,F,3,Graduate,Married,Less than $40K,Blue,34,6,2,1,2725.0,2517,208.0,0.48200000000000004,4430
7552,797666358,Existing Customer,46,F,4,Uneducated,Unknown,$40K - $60K,Blue,40,6,3,1,1474.0,843,631.0,0.7509999999999999,4452
7553,709965858,Existing Customer,46,M,1,High School,Married,$120K +,Blue,28,4,3,3,9880.0,1792,8088.0,0.804,4609
7554,779980758,Existing Customer,58,M,2,High School,Divorced,$60K - $80K,Blue,46,6,2,0,2467.0,1176,1291.0,0.8109999999999999,4744
7555,811775883,Existing Customer,46,M,4,Graduate,Divorced,$60K - $80K,Blue,41,4,2,1,5397.0,2336,3061.0,0.67,4734
7556,799720158,Existing Customer,50,M,1,Graduate,Single,$80K - $120K,Blue,44,3,3,2,3370.0,1133,2237.0,0.722,4726
7557,713011683,Attrited Customer,37,F,3,College,Married,Unknown,Blue,24,4,2,4,11239.0,0,11239.0,0.32,2055
7558,713503983,Existing Customer,55,F,3,College,Married,$40K - $60K,Blue,36,5,1,3,2240.0,1231,1009.0,0.637,3623
7559,712137033,Existing Customer,52,F,2,College,Married,Unknown,Blue,45,5,1,2,2737.0,1719,1018.0,0.657,4725
7560,715910883,Existing Customer,48,F,1,High School,Married,Less than $40K,Blue,40,5,4,3,4170.0,1384,2786.0,0.77,4532
7561,718142958,Existing Customer,46,M,4,Graduate,Single,$60K - $80K,Blue,27,3,3,2,21839.0,960,20879.0,0.5660000000000001,5623
7562,719359458,Existing Customer,49,F,2,Uneducated,Single,Less than $40K,Blue,42,6,3,2,1991.0,0,1991.0,0.9540000000000001,4527
7563,714869958,Existing Customer,55,M,2,Uneducated,Single,$120K +,Blue,36,6,2,3,29795.0,2364,27431.0,0.759,3949
7564,771163533,Existing Customer,52,F,1,Unknown,Married,$40K - $60K,Blue,39,3,2,1,1438.3,635,803.3,0.7440000000000001,4617
7565,709028208,Existing Customer,44,F,2,Graduate,Married,Unknown,Blue,37,6,3,2,24221.0,1274,22947.0,0.452,3361
7566,719834208,Existing Customer,42,M,2,Graduate,Married,$60K - $80K,Blue,35,6,1,2,2131.0,1288,843.0,0.797,4264
7567,779305008,Existing Customer,41,F,4,High School,Single,Less than $40K,Blue,23,3,2,2,2787.0,2053,734.0,0.76,4949
7568,714506583,Existing Customer,48,F,4,Graduate,Unknown,Less than $40K,Blue,38,4,3,1,1438.3,0,1438.3,0.647,4601
7569,712677633,Attrited Customer,42,F,0,Uneducated,Divorced,Unknown,Blue,31,3,3,4,2712.0,0,2712.0,0.7240000000000001,2307
7570,708450033,Existing Customer,43,F,3,High School,Unknown,Less than $40K,Blue,13,6,2,1,2605.0,2269,336.0,0.8809999999999999,5298
7571,719606133,Existing Customer,42,M,2,Graduate,Single,$60K - $80K,Blue,31,3,2,1,5169.0,2296,2873.0,0.773,4656
7572,789772983,Existing Customer,49,M,3,College,Unknown,$80K - $120K,Blue,38,3,3,3,4694.0,0,4694.0,0.5820000000000001,3798
7573,720656883,Existing Customer,50,F,3,Graduate,Single,Less than $40K,Blue,40,3,3,1,1848.0,501,1347.0,0.653,4600
7574,718108758,Existing Customer,43,M,2,Unknown,Single,$60K - $80K,Blue,36,3,1,2,6039.0,1759,4280.0,0.479,4538
7575,709408983,Existing Customer,54,M,2,High School,Married,$120K +,Blue,42,3,2,3,5256.0,889,4367.0,0.5589999999999999,5078
7576,771592458,Existing Customer,48,F,1,Graduate,Unknown,Less than $40K,Blue,36,6,2,3,1708.0,1059,649.0,0.764,4880
7577,778932633,Existing Customer,57,F,2,Graduate,Married,Less than $40K,Blue,40,5,3,2,1629.0,1185,444.0,0.7659999999999999,4897
7578,708669408,Existing Customer,54,M,5,College,Single,$60K - $80K,Blue,45,6,1,3,20401.0,0,20401.0,0.723,4637
7579,779947908,Existing Customer,56,M,2,Graduate,Divorced,$120K +,Blue,45,3,3,1,3296.0,1435,1861.0,0.968,4327
7580,716007708,Existing Customer,48,M,2,Graduate,Married,$120K +,Blue,37,3,1,2,8956.0,1279,7677.0,0.8640000000000001,4814
7581,767574108,Existing Customer,49,F,1,College,Married,Less than $40K,Blue,43,4,3,2,1438.3,786,652.3,0.609,4094
7582,720777558,Existing Customer,46,F,4,Graduate,Single,Less than $40K,Blue,38,6,2,2,2671.0,1713,958.0,0.732,4519
7583,816841083,Existing Customer,58,F,3,College,Married,Less than $40K,Blue,53,4,3,1,2493.0,1566,927.0,0.767,4867
7584,778849908,Existing Customer,59,F,1,Doctorate,Married,Less than $40K,Blue,40,3,3,1,2687.0,2452,235.0,0.8170000000000001,4697
7585,708745983,Existing Customer,37,F,2,Unknown,Married,$40K - $60K,Blue,36,4,2,2,2208.0,1559,649.0,0.51,4686
7586,713381433,Attrited Customer,38,F,1,High School,Married,Less than $40K,Blue,28,3,3,3,4196.0,731,3465.0,0.485,1868
7587,779404383,Existing Customer,47,F,5,Uneducated,Divorced,Unknown,Blue,36,6,2,3,12581.0,1235,11346.0,0.611,4427
7588,718607883,Existing Customer,41,M,3,Post-Graduate,Single,$80K - $120K,Blue,30,4,2,2,17890.0,2517,15373.0,0.983,4831
7589,710542983,Existing Customer,48,F,4,Graduate,Married,Less than $40K,Blue,21,4,6,0,1930.0,0,1930.0,0.815,5033
7590,709769283,Existing Customer,36,F,4,Unknown,Divorced,Unknown,Blue,16,6,3,3,8513.0,0,8513.0,0.631,4162
